Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2025,Grand-Design,transcend,N/A,335bht,53284,49980,T94334,Travel Trailer,Kansas City MO,BlueCompass RV,2024-10-15
2025,starcraft,autumn,ridge,26bh,34451,20995,T96642,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,alliance,delta ultra lite,N/A,ml206,44750,N/A,T94766,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,252rl,54402,44995,T83195,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,beds),54367,44995,T92574,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,340bhts,57267,46995,T94064,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,321bh,70434,54995,T89918,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33441,19995,T91207,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33376,20995,T95390,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33376,20995,T95426,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,37273,24995,T98092,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,36745,25995,T94827,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,cherokee,N/A,272rk,43007,25995,T77485,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,200mk,31460,25995,T87912,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39741,25995,T91745,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay flight slx,N/A,261bhs,41241,25995,T88933,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay flight slx,N/A,261bhs,41241,25995,T90195,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,262rls,38891,25995,T94761,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,26bhx,30878,28599,T87966,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,262rls,39676,28995,T94708,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20fks,38638,29995,T89318,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20fbs,38297,30995,T90875,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,26bhx,29392,31112,T93395,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,265bh,38373,31995,T90576,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,297qb,41174,32995,T90577,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,26bhx,33872,N/A,T96976,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,24bse,46835,33995,T79948,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,timberwolf,N/A,16ml,55209,34995,PGT28928,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2500rl,52514,35911,T77686,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2205s,48843,36995,T89009,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,32bds,52192,37995,T86226,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,34bhts,53612,37995,T89291,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,23rk,55969,37995,T87668,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,281bh,59935,38995,T76488,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2205s,49303,38995,T84497,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,380dqs,62067,43995,T87669,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,262rb,55626,44995,T89911,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,alliance,delta,N/A,262rb,55626,49995,T91744,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood,signature,8265kbs,68015,53495,T86520,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,321bh,69209,54995,T84162,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,heartland,prowler,lynx,255bhx,32992,21995,ALV4602,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bh,33212,22995,T95068,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,15fbs,35031,25995,T81221,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,38330,26995,T96047,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,38548,26995,T96184,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,heartland,prowler,lynx,302bhx,41655,27995,ALV4617,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,24rbs,40940,29995,T95155,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr290kb,47928,31995,T85596,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,heartland,prowler,N/A,2909rk,50979,32995,T92968,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,251bh,54930,33995,T76850,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,26fkds,47457,33995,T78638,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25srk,52558,37995,T88968,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25srk,53178,37995,T90827,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,31kds,51679,38995,T84592,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2023,Forest-River-Rv,flagstaff,N/A,flt826bhs,68470,39995,D4205,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,3307bh,63610,39995,T92970,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25fkbs,55632,42995,T88969,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr390db,67660,43995,T85308,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26rbws,60302,43995,T90478,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,252rl,57600,45995,T83206,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,16bhx,25019,15995,T94810,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,252bh,32062,21995,T85313,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,24rbs,40969,26995,T88332,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,23mks,38576,26995,T96068,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,38277,26995,T98088,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,longhorn,N/A,298fb,50614,30995,M4826,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,280rb,46310,32995,T85594,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,251bh,55510,33995,T75412,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,21ds,48106,33995,T89967,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr309bh,49537,34995,T85317,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,27dbh,58423,35995,T91256,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,29flr,63936,36995,T86566,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,32bds,53367,37995,T86240,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,262rb,54938,38995,T80508,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,340bh,59881,38995,T85300,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,31kds,52509,38995,T84594,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,31kds,52352,38995,T86215,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,32rlts,55791,39995,T96089,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,34bhts-2q,55379,39995,T84917,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,340bh,58627,42995,T85318,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,320bds,56267,42995,T86461,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25fkbs,55660,42995,T88971,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,forest river,flagstaff,N/A,26rbws,60331,43995,T88216,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26fkbs,61004,43995,T86499,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26fkbs,61075,43995,T90456,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26rbws,60260,43995,T90477,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,252rl,55472,44995,T89930,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26bhw,64135,44995,T88215,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26fkbs,61090,44995,T86495,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26fkbs,61090,44995,T89965,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,classic,826kbs,69498,50995,T86483,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,classic,826mbr,70734,50995,T91501,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,175fq,27781,16995,T93641,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,light,26bh,31290,19995,T89155,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,33136,19995,T93602,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,32796,19995,T94679,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,32796,19995,T95425,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33136,20995,T92693,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,36800,24995,T94684,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,geo,pro,g19fd,34875,26995,T94683,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,28fds,49654,27995,T74448,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2109s,42503,32995,T89004,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,280bhk,50671,32995,T80660,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,280bhs,43927,33995,T94062,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,284bhs,48283,34995,T92710,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,321bds,48559,34995,T91492,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2205s,48722,36995,T89593,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,31kds,50794,37594,T84589,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,25rb,59638,38495,T90909,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2023,airstream rv,basecamp,N/A,16x,54950,39995,T71116,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2614bs,59009,39995,T78183,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2706ws,61491,39995,T76320,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,26fk,66207,44995,T92645,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,27rb,66375,45995,T83402,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay flight bungalow,N/A,40fkds,83836,49995,T75318,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2906bs,71393,52995,T85796,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,caravel,N/A,16rb,81400,61995,T73364,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood,signature,8336bh,81509,62995,T85125,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay flight bungalow,N/A,40rlts,87752,64495,T87558,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,bambi,N/A,16rb,64700,N/A,T74197,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay flight bungalow,N/A,40dlft,96190,69995,T85207,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,caravel,N/A,19cb,84843,N/A,A2253492,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,caravel,N/A,19cb,87675,N/A,T90352,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,flying,cloud,bunk,137350,N/A,T93261,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,airstream rv,globetrotter,N/A,27fb,150550,N/A,T96846,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,airstream rv,globetrotter,N/A,30rb,159700,N/A,T90348,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,airstream rv,special,edition,28rb,173950,N/A,T90355,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,airstream rv,special,edition,twin,173950,N/A,T95114,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr260bh,38697,25995,T82702,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,heartland,prowler,lynx,302bhx,41655,27995,KAT1245,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,e20fbs,38450,28995,T80105,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,21fbrs,43678,30995,T90825,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,e20fks,40091,31995,T87073,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,251bh,55105,33995,T76845,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,262rb,54405,33995,T72924,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,crossroads rv,longhorn,N/A,340mb,63509,36995,F4668,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,252rl,57842,38995,T83193,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,crossroads rv,texan,N/A,34re,68129,38995,F4664,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25fbls,53692,38995,T89969,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,320bds,55594,42995,T85104,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2025,alliance,delta ultra lite,N/A,rk234,46648,44995,T91742,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26bhw,63098,44995,T90495,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,65707,49995,T84136,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,321bh,71427,54995,T83483,Travel Trailer,Fort Worth TX,BlueCompass RV,2024-10-15
2024,Jayco,jay flight slx,N/A,174bh,33243,18995,T87531,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,34861,21995,T91213,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,35031,21995,T95370,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,24bhx,25458,22995,T89425,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,jay flight slx,N/A,261bhs,42531,26995,T88916,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,262rls,41031,26995,T94729,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,jay flight slx,N/A,262rls,42661,26995,T90209,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,N/A,260rb,37089,27995,T71854,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,22rbx,29327,27995,T92010,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,22rbx,29327,27995,T91599,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhsw,42180,27995,T95744,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhsw,42180,27995,T95743,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,235mbh,45668,28995,T81982,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,25mlx,36493,29995,T93474,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,235mbh,45481,29995,T95369,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,mav,39300,31995,T90643,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,166fbs,49350,32995,T93542,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,22mle,43901,34995,T89428,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,35219,N/A,T97057,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2500rl,52450,38995,T91906,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2600rb,51166,38995,T91918,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,N/A,335bht,53284,42995,T92021,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,335bht,52853,42995,T91600,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,26fk,72430,43995,T87678,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,27rk,71313,43995,T87518,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2670mk,58431,44995,T88524,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,334rts,65138,44995,T83309,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,23lde,45503,N/A,T97421,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,331bts,66266,46995,T87546,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,32bh,78456,47995,T88963,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,296rdts,69469,50995,T88004,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,284bhok,79712,52995,T91748,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,312bhts,79626,58995,T80962,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,312bhts,79562,59995,T91345,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight bungalow,N/A,40rlts,92374,69995,T92661,Travel Trailer,Lubbock TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bh,32778,22995,T95138,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bh,33212,22995,T95149,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,light,26bh,32778,22995,T86396,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,e15fbs,35356,25995,T81219,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,e15fbs,36023,25995,T83724,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,38958,26995,T96019,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2025,forest river,aurora,light,26bhs,38506,26995,T96124,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr290kb,47918,32995,T81039,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,28fds,49654,33995,T74439,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr331bh,59726,38995,T82699,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr331bh,59889,38995,T82698,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,zr340mb,58662,38995,T85319,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,31kds,52139,38995,T81908,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,390db,67705,43995,T85307,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,63232,44995,T84781,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,27bhws,64684,46995,T90828,Travel Trailer,Canton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,light,15rdx,24539,16900,T84982,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,one,151rb,21195,N/A,T92892,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,cherokee,N/A,14ccw,37531,21900,T83280,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,24bhx,25458,21999,T89393,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,cherokee,N/A,16fqw,40049,23900,T83230,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,cherokee,N/A,17jw,42322,26900,T87202,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,24bhx,27287,N/A,T93334,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,15rb,35093,27599,T91420,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,245rl,37511,27900,T73230,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,transcend,xplor,265bh,37449,31899,T88541,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,15rb,35155,32599,T87002,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,26bhx,34455,N/A,T96227,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,17mke,41777,35599,T90259,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,29tqs,49754,39900,T84861,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,22bhe,47575,41405,1039128,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,22mle,43191,N/A,T94922,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,17mke,43917,N/A,T93779,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2920bs,59999,43980,T85629,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,34bhts,56649,44900,T83789,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,23lde,45432,N/A,T95796,Travel Trailer,Colorado Springs CO,BlueCompass RV,2024-10-15
