"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Forest River RV","N/A","35FL","88317","59999","73345","Fifth Wheel","South Houston","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","35FUN","89562","64999","77230","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","35MB","N/A","59999","78377","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","36MB","87103","59999","75795","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","36MB","87045","54999","72359","Fifth Wheel","West Houston","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","37BEST","N/A","69999","77879","Fifth Wheel","Rockport","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","37BEST","94414","64999","72338","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","402BEDS","92164","69999","75781","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","41DREAM","91550","64999","75779","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Jayco","Pinnacle","PAINT","N/A","N/A","78770","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Jayco","Pinnacle","38FBRK","N/A","N/A","78771","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Jayco","Pinnacle","38FLGS","N/A","N/A","77486","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Palomino","Palomino","376DS","120606","84999","78139","Fifth Wheel","West Houston","RonHoover","2024-10-16"
"2024","Palomino","Palomino","379MB","121141","82995","69104","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2024","Palomino","Palomino","380RL","115027","74999","71908","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Palomino","Palomino","383FB","115280","79999","71902","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2025","Palomino","Palomino","384RKH","N/A","N/A","78761","Fifth Wheel","South Houston","RonHoover","2024-10-16"
"2025","Palomino","Palomino","388FK","122027","84999","78135","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2025","Grand Design","Reflection","360FLS","102136","N/A","78740","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","362TBS","93214","69999","74716","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","367BHS","100985","79999","69136","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","22RK","54151","43599","70021","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","28RL","61417","49599","70024","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","270BN","70347","59999","76512","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","295RL","75047","61599","71836","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Reflection","298BH","73520","59999","70026","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Grand Design","Solitude","310GK","124003","103599","69142","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2024","Grand Design","Solitude","370DV","128963","107599","70259","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2024","Grand Design","Solitude","376RD","142112","119999","77049","Fifth Wheel","Donna","RonHoover","2024-10-16"
