"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Forest River RV","Rockwood Mini Lite","2511S","74209","61590","24H2273","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","View","29VIEW","72011","62690","24H2328","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Winnebago","Micro Minnie","2100BH","66984","49790","24H2149","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","26RK","72056","49990","23H1994","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","26RK","72056","49990","23H1995","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","26RB","66997","49990","24H2176","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","14MS","61195","49990","24H2375","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","14MS","61195","49990","24H2374","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","16BL","64210","49990","24H2254","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Transcend","260RB","62405","51290","24H2252","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2025","Keystone RV","Bullet","2290BHWE","59585","51890","25H2418","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2025","Forest River RV","Wildwood","28VBXL","59719","51990","25H2459","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Winnebago","Micro Minnie","2108TB","79094","51990","24H2150","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","25KR","63364","52190","24H2356","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","27FK","74557","53990","23H2116","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2025","Keystone RV","Bullet","2530RDWE","62661","54490","25H2419","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Winnebago","Access","25ML","66347","54790","24H2278","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2023","Winnebago","Micro Minnie","2108DS","54990","N/A","23H1878","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2025","Forest River RV","N/A","24DB","64185","55890","25H2424","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Winnebago","Access","28FK","68653","56790","24H2294","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Winnebago","Micro Minnie","2100BH","85796","56990","23H1881","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","22BHE","69525","57490","24H2258","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","22BHE","69525","57490","24H2290","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","17MKE","68534","59690","24H2350","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","17MKE","68534","59690","24H2349","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","17MKE","68534","59690","24H2348","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","View","44VIEW","141925","124990","24H2382","Destination Trailer","Parksville","Arbutus","2024-10-27"
"2025","Forest River RV","View","42VIEW","N/A","N/A","25H2415","Destination Trailer","Mill Bay","Arbutus","2024-10-27"
"2025","Forest River RV","View","42VIEW","N/A","N/A","25H2414","Destination Trailer","Parksville","Arbutus","2024-10-27"
"2025","Forest River RV","View","44VIEW","N/A","N/A","25H2446","Destination Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","View","44VIEW","N/A","N/A","24H2379","Destination Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","View","44VIEW","N/A","N/A","24H2381","Destination Trailer","Parksville","Arbutus","2024-10-27"
"2025","Forest River RV","View","44VIEW","N/A","N/A","25H2444","Destination Trailer","Parksville","Arbutus","2024-10-27"
"2025","Keystone RV","Classic","1760BH","42664","37190","25H2411","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2025","Keystone RV","Classic","1760BH","42664","37190","25H2410","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Unknown","N/A","14FL","48652","37990","24H2211","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","16RB","51411","38990","24H2245","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Winnebago","N/A","H1316SB","70387","38990","23H1918","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2023","Winnebago","N/A","H1316SB","70387","38990","23H1917","Travel Trailer","Parksville","Arbutus","2024-10-27"
